id	name	description
pde229	Kevin John Denny	University College Dublin -> School of Economics; University College Dublin -> Geary Institute (rank: 4549, publications: 134)
pde627	Gaaitzen J. de Vries	Royal University of Groningen -> Faculty of Economics and Business -> Groningen Growth and Development Centre (GGDC); Royal University of Groningen -> Faculty of Economics and Business (rank: 4550, publications: 36)
pdh24	Amrita Dhillon	King's College -> Department of Political Economy (rank: 4551, publications: 57)
pdh37	Emmanuel Dhyne	University of Mons -> Faculty of Economics and Management; National Bank of Belgium (rank: 4552, publications: 52)
pdo5	Jeff Dominitz	Carnegie Mellon University -> H. John Heinz III School of Public Policy and Management (rank: 4553, publications: 30)
pdo42	Cheryl Doss	Oxford University -> Department of International Development (Queen Elizabeth House) (rank: 4554, publications: 58)
pdr66	Anna Dreber	Stockholm School of Economics -> Department of Economics (rank: 4555, publications: 63)
pdu226	Jayasri Dutta	University of Birmingham -> Department of Economics (rank: 4556, publications: 75)
pdy5	Isaac John Alexander Dyck	University of Toronto -> Rotman School of Management -> Finance (rank: 4557, publications: 16)
ped14	Kelly Dane Edmiston	Federal Reserve Bank of Kansas City; Rockhurst University -> School of Management (rank: 4558, publications: 42)
pek4	Karolina Ekholm	Centre for Economic Policy Research (CEPR); Stockholm University -> Department of Economics (rank: 4559, publications: 57)
pel87	Kfir Eliaz	Centre for Economic Policy Research (CEPR); Brown University -> Economics Department (rank: 4560, publications: 36)
pel22	Jon Elster	University of Liverpool -> Management School (rank: 4561, publications: 5)
pen55	Maxim Peter Engers	University of Virginia -> Department of Economics (rank: 4562, publications: 26)
pes22	Juan Carlos Escanciano	Indiana University -> Department of Economics (rank: 4563, publications: 63)
pes15	Javier A. Escobal	Group for the Analysis of Development (rank: 4564, publications: 96)
pes1	Alvaro Escribano	Carlos III University of Madrid -> Department of Economics (rank: 4565, publications: 96)
pes76	Hadi Salehi Esfahani	University of Illinois at Urbana-Champaign -> Department of Economics; Economic Research Forum (ERF) (rank: 4566, publications: 54)
pev32	Lew Evans	New Zealand Institute for the Study of Competition and Regulation (ISCR); Victoria University of Wellington -> Victoria Business School -> School of Economics and Finance (rank: 4567, publications: 160)
pfa265	Pablo D. Fajgelbaum	National Bureau of Economic Research (NBER); University of California-Los Angeles (UCLA) -> Department of Economics (rank: 4568, publications: 23)
pfa201	J. Doyne Farmer	Santa Fe Institute (rank: 4569, publications: 76)
pfe177	Andrew Feltenstein	Georgia State University -> Andrew Young School of Policy Studies -> Department of Economics -> International Center for Public Policy (rank: 4570, publications: 71)
pfe173	Robert Fenge	CESifo; University of Rostock -> Institute of Economics (rank: 4571, publications: 60)
pfe103	Viviana Fernandez	Adolfo Ibanez University -> Business School (rank: 4573, publications: 85)
pfe373	Paul J Ferraro	Georgia State University -> Andrew Young School of Policy Studies -> Department of Economics (rank: 4574, publications: 39)
pfe125	Claudio Ferraz	Harvard University -> Kennedy School of Government -> Bureau for Research in Economic Analysis of Development (BREAD); Pontifical Catholic University of Rio de Janeiro -> Department of Economics (rank: 4575, publications: 28)
pfe281	Gary D. Ferrier	University of Arkansas -> Walton College of Business -> Department of Economics (rank: 4576, publications: 53)
pfi27	Alexander J. Field	Santa Clara University -> Department of Economics (rank: 4577, publications: 68)
pfi230	Adolfo Figueroa	Catholic Pontifical University of Peru -> Department of Economics; Catholic Pontifical University of Peru -> CENTRUM Graduate Business School (rank: 4578, publications: 80)
pfi7	Eric Fisher	California Polytechnic State University -> Orfalea College of Business (rank: 4579, publications: 55)
pfl74	Harry Flam	Stockholm University -> Institute for International Economic Studies (IIES) (rank: 4580, publications: 25)
pfo93	Johan Fourie	University of Stellenbosch -> Faculty of Economic and Management Sciences -> Department of Economics (rank: 4581, publications: 78)
pfr180	Tommaso Frattini	Institute of Labor Economics (IZA); University of Milan -> Department of Economics, Management and Quantitative Methods; Bocconi University -> ""Carlo F. Dondena"" Centre for Research on Social Dynamics (DONDENA); Luca D'Agliano Study Center; University College London (UCL) -> Centre for Research and Analysis of Migration (CReAM) (rank: 4582, publications: 37)
pfr74	Ulrich Fritsche	Federal Institute of Technology Zurich -> Department of Management, Technology and Economics (D-MTEC) -> KOF Swiss Economic Institute; University of Hamburg -> Department of Economics; George Washington University -> Department of Economics -> Research Program on Forecasting; University of Hamburg -> Department of Socioeconomics -> Division of Economics (rank: 4583, publications: 110)
pfu2	Luisa Fuster	Carlos III University of Madrid -> Department of Economics (rank: 4584, publications: 42)
pga345	Gabriele Galati	Netherlands Central Bank (rank: 4585, publications: 41)
pga548	Ian Gale	Georgetown University -> Economics Department (rank: 4586, publications: 37)
pga304	Alfred Galichon	Sciences Po -> Economics -> Department of Economics (rank: 4587, publications: 89)
pga149	Craig A. Gallet	California State University-Sacramento -> Department of Economics (rank: 4588, publications: 49)
pga338	Kenneth D. Garbade	Federal Reserve Bank of New York -> Research and Statistics Group (rank: 4589, publications: 36)
pga130	Carlos Garriga	Federal Reserve Bank of St. Louis -> Research Division (rank: 4591, publications: 86)
pga186	Robert Jean Michel Gary-Bobo	Center for Research in Economics and Statistics (rank: 4592, publications: 85)
pge25	William Gentry	Williams College -> Economics Department (rank: 4593, publications: 28)
pge48	Petra Maria Geraats	University of Cambridge -> Faculty of Economics (rank: 4594, publications: 34)
pge33	Michael Gerfin	University of Berne -> Department of Economics (rank: 4595, publications: 57)
pgh75	Ejaz Ghani	World Bank Group -> Poverty Reduction and Economic Management Network (PREM) (rank: 4596, publications: 73)
pgi46	Michael Gibbs	Institute of Labor Economics (IZA); University of Chicago -> Booth School of Business (rank: 4597, publications: 22)
pgi59	David Gill	Institute of Labor Economics (IZA); Purdue University -> Krannert School of Management -> Department of Economics (rank: 4598, publications: 54)
pgi192	Donna Gilleskie	University of North Carolina-Chapel-Hill -> Department of Economics (rank: 4599, publications: 24)
pgi22	Max Gillman	Hungarian Academy of Sciences -> Centre for Economic and Regional Studies -> Institute of Economics; Central European University -> Department of Economics; Center for Economic Research and Graduate Education and Economics Institute (CERGE-EI); University of Missouri-St. Louis -> Department of Economics (rank: 4600, publications: 98)
pgi30	Paolo Giordani	Central Bank of Sweden (rank: 4601, publications: 31)
pgo580	John Goddard	Bangor University -> Bangor Business School (rank: 4603, publications: 52)
pgo27	Amos Golan	American University -> Department of Economics (rank: 4604, publications: 61)
pgo285	Markus P. Goldstein	World Bank Group -> Economics Research (rank: 4605, publications: 45)
pgo38	Silvia Goncalves	University of Western Ontario -> Department of Economics (rank: 4606, publications: 39)
pgo5	Nikolay Gospodinov	Federal Reserve Bank of Atlanta -> Economic Research Department (rank: 4607, publications: 63)
pgr323	Jo Anna Gray	University of Oregon -> Department of Economics (rank: 4608, publications: 27)
pgr605	Luca Grilli	Polytechnic Institute of Milan -> Department of Management, Economics and Industrial Engineering (rank: 4609, publications: 46)
pgr394	Richard S. Grossman	Centre for Economic Policy Research (CEPR); Harvard University -> Institute for Quantitative Social Science; Wesleyan University -> Economics Department (rank: 4610, publications: 54)
pgr272	Farley Grubb	University of Delaware -> Lerner College of Business and Economics -> Department of Economics (rank: 4611, publications: 79)
pgu240	Wulong Gu	Government of Canada -> Statistics Canada (rank: 4612, publications: 114)
pgu118	Maria Guadalupe	Institute of Labor Economics (IZA); Centre for Economic Policy Research (CEPR); London School of Economics (LSE) -> Centre for Economic Performance (CEP) (rank: 4613, publications: 41)
pgu488	Pablo Emilio Guidotti	Torcuato di Tella University -> School of Government (rank: 4614, publications: 35)
pgu242	Joaquim Jose Martins Guilhoto	University of Sao Paulo -> Faculty of Economics, Administration and Accounting -> Department of Economics; University of Illinois at Urbana-Champaign -> Regional Economics Applications Laboratory (REAL) (rank: 4615, publications: 246)
pgu115	bernardo guimaraes	Getulio Vargas Foundation -> Sao Paulo School of Economics (rank: 4616, publications: 85)
pgu113	Hui Guo	University of Cincinnati -> College of Business -> Department of Finance - Real Estate (rank: 4617, publications: 58)
pgu119	Siv Gustafsson	University of Amsterdam -> Faculty of Economics and Business; University of Amsterdam -> Faculty of Economics and Business -> Comparative Population and Gender Economics (rank: 4618, publications: 18)
pgu196	Graeme Guthrie	Victoria University of Wellington -> Victoria Business School -> School of Economics and Finance (rank: 4619, publications: 35)
pha342	Dirk Hackbarth	Boston University -> Questrom School of Business -> Department of Finance (rank: 4620, publications: 28)
pha740	Michael Robert Haines	Colgate University -> Department of Economics (rank: 4621, publications: 51)
pha189	Yoram Halevy	University of British Columbia -> Vancouver School of Economics (rank: 4622, publications: 32)
pha36	Nasri Harb	American University of Technology -> Faculty of Business Administration (rank: 4623, publications: 14)
pha339	Winston Harrington	Resources for the Future (RFF) (rank: 4624, publications: 39)
pha679	Keith Hartley	University of York -> Department of Economics and Related Studies (rank: 4625, publications: 70)
pha489	Tarek Alexander Hassan	National Bureau of Economic Research (NBER); Centre for Economic Policy Research (CEPR); University of Chicago -> Booth School of Business (rank: 4626, publications: 40)
pha277	Uwe Hassler	Goethe University Frankfurt -> Faculty of Economics and Business Administration -> Department of Applied Econometrics and International Political Economy (rank: 4627, publications: 78)
pha100	Moshe Hazan	Centre for Economic Policy Research (CEPR); Tel Aviv University -> Eitan Berglas School of Economics (rank: 4628, publications: 34)
phe6	Ulrich Hege	Toulouse School of Economics (TSE) (rank: 4629, publications: 105)
phe212	Florian Heider	European Central Bank (rank: 4630, publications: 37)
phe34	Paul Heidhues	Centre for Economic Policy Research (CEPR); European School of Management and Technology (ESMT) (rank: 4631, publications: 56)
phe227	Bradley T. Heim	Indiana University -> School of Public and Environmental Affairs (rank: 4632, publications: 39)
phe184	Arne Heise	University of Hamburg -> Department of Socioeconomics -> Division of Economics (rank: 4633, publications: 105)
phe470	David Hemous	Centre for Economic Policy Research (CEPR); University of Zurich -> Faculty of Economics -> Department of Economics; University of Zurich -> Faculty of Economics -> Department of Economics -> UBS International Center of Economics in Society (rank: 4634, publications: 33)
phe67	Cameron J. Hepburn	Oxford University -> Department of Economics; Oxford University -> Smith School for Enterprise and the Environment; Australian National University -> Crawford School of Public Policy -> Centre for Climate Economics and Policy (CCEP); London School of Economics (LSE); Oxford University -> Oxford Martin School -> Institute for New Economic Thinking (INET) (rank: 4635, publications: 69)
phe315	Garth Heutel	Georgia State University -> Andrew Young School of Policy Studies -> Department of Economics (rank: 4636, publications: 42)
phi46	Christian Hilber	London School of Economics (LSE) -> Department of Geography and Environment; London School of Economics (LSE) -> Centre for Economic Performance (CEP); London School of Economics (LSE) -> Spatial Economics Research Centre (SERC) (rank: 4637, publications: 92)
phi55	Robert J. Hill	University of Graz -> Faculty of Social and Economic Sciences -> Institute of Economics (rank: 4638, publications: 65)
phi69	Russell Hillberry	Purdue University -> Department of Agricultural Economics (rank: 4639, publications: 40)
phj5	Randi Hjalmarsson	University of Gothenburg -> School of Business, Economics and Law -> Department of Economics (rank: 4640, publications: 44)
phn1	Viktoria V. Hnatkovska	University of British Columbia -> Vancouver School of Economics (rank: 4641, publications: 42)
pho348	Benjamin F. Hobbs	University of Cambridge -> Faculty of Economics (rank: 4642, publications: 67)
pho618	stefan hoderlein	Boston College -> Department of Economics (rank: 4643, publications: 69)
pho121	Laurie Simon Hodrick	Columbia University -> Graduate School of Business -> Finance and Economics Department (rank: 4644, publications: 11)
pho239	Marie Hoerova	European Central Bank (rank: 4645, publications: 38)
pho491	Martin Hoesli	University of Geneva -> Geneva Finance Research Institute (GFRI); University of Aberdeen -> Business School (rank: 4646, publications: 136)
pho430	Hakan J Holm	Lund University -> School of Economics and Management -> Department of Economics (rank: 4647, publications: 54)
pho520	Richard D. Horan	Michigan State University -> Department of Agricultural, Food and Resource Economics (rank: 4648, publications: 90)
phr25	Peter Hördahl	Bank for International Settlements (BIS) (rank: 4649, publications: 29)
pho571	Kewei Hou	Shanghai Jiao Tong University -> Shanghai Advanced Institute of Finance (SAIF) (rank: 4651, publications: 23)
pho56	Christopher House	University of Michigan -> Economics Department (rank: 4652, publications: 29)
pho473	Susan N. Houseman	W.E. Upjohn Institute for Employment Research (rank: 4653, publications: 46)
pho201	Michael Hoy	University of Guelph -> College of Business and Economics -> Department of Economics and Finance (rank: 4654, publications: 70)
phu19	Steven Huddart	Pennsylvania State University -> Smeal College of Business Administration (rank: 4655, publications: 19)
phu403	Owen F. Humpage	Federal Reserve Bank of Cleveland -> Economic Research; Federal Reserve Bank of Cleveland (rank: 4656, publications: 112)
pia22	Simona Iammarino	London School of Economics (LSE) -> Department of Geography and Environment (rank: 4657, publications: 68)
pib11	Ana Maria Ibáñez	University of the Andes -> Department of Economics (rank: 4658, publications: 65)
pim7	Herwig Immervoll	Institute of Labor Economics (IZA); University of Essex -> Institute for Social and Economic Research (ISER); Organisation for Economic Co-operation and Development (OECD) -> Directorate for Employment, Labour and Social Affairs (ELS); European Centre for Social Welfare Policy and Research (rank: 4659, publications: 96)
pin2	Beth Ingram	University of Iowa -> Tippie College of Business -> Department of Economics (rank: 4660, publications: 23)
pja302	William Jack	Georgetown University -> Economics Department (rank: 4661, publications: 60)
pja40	David-Jan Jansen	Netherlands Central Bank (rank: 4662, publications: 63)
pje55	Dirk Jenter	National Bureau of Economic Research (NBER); CESifo; Stanford University -> Graduate School of Business (rank: 4663, publications: 27)
pji52	Wei Jiang	Columbia University -> Graduate School of Business (rank: 4664, publications: 18)
pji68	Songqing Jin	Michigan State University -> Department of Agricultural, Food and Resource Economics (rank: 4665, publications: 89)
pji164	Uwe Jirjahn	University of Trier -> Economics Department (rank: 4666, publications: 95)
pjo17	Geraint Johnes	Lancaster University -> Management School -> Department of Economics (rank: 4667, publications: 114)
pjo324	Sam Jones	University of Copenhagen -> Department of Economics -> Development Economics Research Group - DERG; University of Copenhagen -> Department of Economics (rank: 4668, publications: 36)
pjo91	Bradford D. Jordan	University of Kentucky -> Carol Martin Gatton College of Business and Economics (rank: 4669, publications: 37)
pjo49	Frank Jotzo	Australian National University -> Crawford School of Public Policy -> Centre for Climate Economics and Policy (CCEP) (rank: 4670, publications: 87)
pka260	Shulamit Kahn	Boston University -> Questrom School of Business (rank: 4671, publications: 22)
pka453	Lisa B. Kahn	Institute of Labor Economics (IZA); National Bureau of Economic Research (NBER); Yale University -> School of Management (rank: 4672, publications: 16)
pka662	Takashi Kamihigashi	Kobe University -> Research Institute for Economics and Business Administration (RIEB) (rank: 4673, publications: 127)
pka556	Yoshitsugu Kanemoto	University of Tokyo -> Graduate School of Public Policy; National Graduate Institute for Policy Studies (GRIPS) (rank: 4674, publications: 58)
pka296	Vesa Kanniainen	University of Helsinki -> Faculty of Social Sciences -> Department of Political and Economic Studies (rank: 4675, publications: 111)
pka317	Hiroyuki Kasahara	University of British Columbia -> Vancouver School of Economics (rank: 4676, publications: 39)
pka69	Takao Kato	Institute of Labor Economics (IZA); Columbia University -> Graduate School of Business; Copenhagen Business School -> Department of International Economics and Management; Tokyo Center for Economic Research (TCER); Colgate University -> Department of Economics; The Research Institute of the Finnish Economy (rank: 4677, publications: 90)
pkh46	Hashmat Khan	Carleton University -> Department of Economics; Carleton University -> Department of Economics -> Centre for Monetary and Financial Economics (CMFE) (rank: 4679, publications: 53)
pki88	Christopher Kilby	Villanova University -> School of Business -> Economics Department (rank: 4680, publications: 52)
pki122	Moshe Kim	University of Haifa -> Department of Economics (rank: 4681, publications: 44)
pki102	Jae Hoon Kim	La Trobe University -> La Trobe Business School -> Department of Economics and Finance (rank: 4682, publications: 75)
pki151	Hans Jarle Kind	CESifo; Norwegian School of Economics (rank: 4683, publications: 97)
pki196	Elizabeth M. King	World Bank Group -> Economics Research (rank: 4684, publications: 35)
pki11	Oliver Kirchkamp	CESifo; University of Jena -> Faculty of Economics and Business Administration (rank: 4685, publications: 88)
pkl16	Franc Klaassen	Tinbergen Institute; University of Amsterdam -> Faculty of Economics and Business -> Amsterdam School of Economics (rank: 4686, publications: 48)
pko83	Winfried Koeniger	Institute of Labor Economics (IZA); CESifo; University of St. Gallen -> School of Economics and Political Science -> Swiss Institute for Empirical Economic Research (rank: 4687, publications: 74)
pko128	Marko Koethenbuerger	Ifo Institute for Economic Research at the University of Munich; CESifo; Federal Institute of Technology Zurich -> Department of Management, Technology and Economics (D-MTEC) -> KOF Swiss Economic Institute; University of Copenhagen -> Department of Economics -> Economic Policy Research Unit (EPRU) (rank: 4688, publications: 69)
pko589	ralph koijen	London Business School (LBS) (rank: 4689, publications: 33)
pko253	Marcin Kolasa	National Bank of Poland; Warsaw School of Economics -> Department of Quantitative Economics (rank: 4690, publications: 74)
pko199	Iikka Korhonen	Bank of Finland -> Institute for Economies in Transition (rank: 4691, publications: 67)
pko353	Ashok Kotwal	University of British Columbia -> Vancouver School of Economics (rank: 4692, publications: 23)
pko63	Michael Kouparitsas	Government of Australia -> Treasury (rank: 4693, publications: 44)
pkr77	Matthias Kräkel	University of Bonn -> Economics Department -> Bonn Graduate School of Economics (rank: 4694, publications: 119)
pmi142	Michael Krause	University of Cologne -> Faculty of Social and Economic Sciences -> Center for Macroeconomic Research (CMR) (rank: 4695, publications: 45)
pkr59	Oleksiy Kryvtsov	Bank of Canada (rank: 4696, publications: 35)
pku58	Chung-Ming Kuan	National Taiwan University -> Department of Finance (rank: 4697, publications: 60)
pkv3	Snorre Kverndokk	University of Oslo -> Frisch Centre for Economic Research (rank: 4698, publications: 78)
pla135	Jose M. Labeaga	United Nations University-Maastricht Economic Research Institute of Innovation and Technology (UNU-MERIT); National Distance Learning University -> Faculty of Economics and Business -> Department of Economic Analysis II (rank: 4699, publications: 83)
pla408	Jeffrey Thomas LaFrance	Monash University -> Monash Business School -> Department of Economics (rank: 4700, publications: 113)
pla492	David Lagakos	University of California-San Diego (UCSD) -> Department of Economics (rank: 4701, publications: 32)
pla379	DEEPAK KUMAR LAL	University of California-Los Angeles (UCLA) -> Department of Economics (rank: 4702, publications: 73)
pla95	Luisa Lambertini	Swiss Federal Institute of Technology of Lausanne -> College of Technology Management -> Chair of International Finance (rank: 4703, publications: 37)
pla235	Val Eugene Lambson	Brigham Young University -> Department of Economics (rank: 4704, publications: 47)
pla257	Stefan Laséen	Central Bank of Sweden (rank: 4705, publications: 42)
pla60	Keld Laursen	Danish Research Unit for Industrial Dynamics (DRUID); Copenhagen Business School -> Department of Industrial Economics and Strategy (rank: 4706, publications: 49)
pla340	Martina Lawless	Economic and Social Research Institute (ESRI) (rank: 4707, publications: 87)
ple117	Jungmin Lee	Institute of Labor Economics (IZA); Seoul National University -> Division of Economics (rank: 4708, publications: 57)
ple530	Fernando Lefort	Diego Portales University -> Faculty of Economics and Business -> Department of Economics (rank: 4709, publications: 33)
ple609	F. Larry Leistritz	North Dakota State University -> Department of Agribusiness and Applied Economics (rank: 4710, publications: 383)
ple79	Iman van Lelyveld	Netherlands Central Bank; VU University Amsterdam -> Faculty of Economic Sciences, Business Administration and Econometrics (rank: 4711, publications: 45)
ple474	Rasmus Lentz	National Bureau of Economic Research (NBER); University of Wisconsin-Madison -> Economics Department; University of Copenhagen -> Department of Economics -> Centre for Applied Microeconometrics (CAM) (rank: 4712, publications: 27)
ple2	Kenneth Leonard	University of Maryland -> Department of Agricultural and Resource Economics (rank: 4713, publications: 42)
ple162	Marco Leonardi	Institute of Labor Economics (IZA); University of Milan -> Department of Economics, Management and Quantitative Methods (rank: 4714, publications: 67)
pli256	Erik Lichtenberg	University of Maryland -> Department of Agricultural and Resource Economics (rank: 4715, publications: 119)
pli315	Guay C. Lim	University of Melbourne -> Faculty of Business and Economics -> Melbourne Institute of Applied Economic and Social Research (MIAESR) (rank: 4716, publications: 124)
pli857	David C. Ling	University of Florida -> Warrington College of Business (rank: 4718, publications: 69)
plo377	Marco Lo Duca	European Central Bank (rank: 4720, publications: 26)
plk4	Katrine Vellesen Løken	University of Bergen -> Department of Economics -> Centre for Economic Studies in Social Insurance (rank: 4721, publications: 46)
plo54	Marco Jacopo Lombardi	Bank for International Settlements (BIS) (rank: 4722, publications: 57)
plo165	Giovanni Lombardo	Bank for International Settlements (BIS); European Central Bank (rank: 4723, publications: 45)
plo11	Enrique Lopez-Bazo	University of Barcelona -> Faculty of Economics and Business; University of Barcelona -> Faculty of Economics and Business -> Research Institute of Applied Economics -> Group of Quantitative Regional Analysis (rank: 4724, publications: 78)
plu29	Prof. Kul B Luintel	Cardiff University -> Cardiff Business School -> Economics Section (rank: 4725, publications: 58)
plu237	Per A. H. Lundborg	Stockholm University -> Swedish Institute for Social Research (rank: 4726, publications: 66)
ply16	Sean Lyons	Trinity College Dublin -> Department of Economics; Economic and Social Research Institute (ESRI) (rank: 4727, publications: 118)
pma2176	Matteo Maggiori	Harvard University -> Department of Economics (rank: 4728, publications: 30)
pma465	Mika Maliranta	The Research Institute of the Finnish Economy; University of Jyvaskyla -> School of Business and Economics (rank: 4729, publications: 100)
pma160	Jim Malley	University of Glasgow -> Adam Smith Business School -> Department of Economics (rank: 4730, publications: 153)
pma1498	John A. Maluccio	Middlebury College -> Department of Economics (rank: 4731, publications: 58)
pma1077	David A. Malueg	University of California-Riverside -> Department of Economics (rank: 4732, publications: 44)
pma149	Paolo Manasse	University of Bologna -> Department of Economics; Rimini Centre for Economic Analysis (RCEA) (rank: 4733, publications: 62)
pma871	Miriam Manchin	University College London (UCL) -> School of Slavonic and East European Studies -> Centre for Comparative Economics; Luca D'Agliano Study Center; Institute for International and Development Economics (rank: 4734, publications: 52)
pma5	Nicolas Marceau	University of Quebec in Montreal -> Business School -> Department of Economics; Interuniversity Center on Risk, Economic Policy and Employment (rank: 4736, publications: 78)
pma170	Ian Marsh	City University -> Cass Business School -> Faculty of Finance (rank: 4737, publications: 44)
pma1585	Ian Martin	London School of Economics (LSE) -> Finance Department (rank: 4738, publications: 19)
pma225	Ralf Martin	Imperial College -> Business School; London School of Economics (LSE) -> Economics Department; London School of Economics (LSE) -> Centre for Economic Performance (CEP) (rank: 4739, publications: 81)
pma1163	donato masciandaro	Bocconi University -> Ettore Bocconi Department of Economics (rank: 4740, publications: 73)
pma404	Sophocles Mavroeidis	Oxford University -> Department of Economics (rank: 4741, publications: 24)
pmc66	Michael McBride	University of California-Irvine -> Department of Economics (rank: 4742, publications: 36)
pme529	Jonathan Meer	Texas A&M University -> Department of Economics (rank: 4743, publications: 43)
pme440	adolfo meisel roca	Central Bank of Colombia -> Center for Regional Economic Studies (rank: 4744, publications: 168)
pme250	Bertrand Melenberg	Tilburg University -> CentER for Economic Research (rank: 4745, publications: 65)
pme146	Christian P. Merkl	Institute for Employment Research; Institute of Labor Economics (IZA); University of Erlangen-Nurnberg -> Faculty of Economics and Social Sciences (rank: 4746, publications: 107)
pme208	Jack Meyer	Michigan State University -> Economics Department (rank: 4747, publications: 38)
pmi156	Virgiliu Midrigan	New York University (NYU) -> Department of Economics (rank: 4748, publications: 23)
pmi420	David E. Mills	University of Virginia -> Department of Economics (rank: 4749, publications: 34)
pmi318	Paolo Emilio Mistrulli	Bank of Italy (rank: 4750, publications: 40)
pmi207	Kaushik Mitra	University of Birmingham -> Department of Economics (rank: 4751, publications: 43)
pmi493	Ron Mittelhammer	Washington State University -> School of Economic Sciences (rank: 4752, publications: 134)
pmi387	Stefan Mittnik	CESifo; Center for Financial Studies; University of Munich -> Institute of Statistics -> Center for Quantitative Risk Analysis (CEQURA) (rank: 4753, publications: 54)
pmi380	Alejandra Mizala	University of Chile -> Center of Applied Economics (rank: 4754, publications: 69)
pmo367	Markus Michael Mobius	National Bureau of Economic Research (NBER) (rank: 4755, publications: 39)
pmo255	Luigi Montrucchio	University of Turin -> Carlo Alberto College (rank: 4756, publications: 57)
pmo438	Enrique Moral-Benito	Bank of Spain (rank: 4757, publications: 65)
pmo104	Juan D. Moreno-Ternero	Catholic University of Louvain-la-Neuve -> Economics School of Louvain -> Center for Operations Research and Econometrics (CORE); Pablo de Olavide University -> Department of Economics (rank: 4758, publications: 150)
pmo246	Tomoya Mori	Research Institute of Economy, Trade and Industry (RIETI); Kyoto University -> Institute of Economic Research (rank: 4759, publications: 36)
pmu97	Jakob Roland Munch	University of Copenhagen -> Department of Economics (rank: 4760, publications: 64)
pmu18	Robert A. Mundell	Columbia University -> School of Arts and Sciences -> Department of Economics (rank: 4761, publications: 42)
pmu66	David B. Mustard	Institute of Labor Economics (IZA); University of Georgia -> Terry College of Business -> Department of Economics (rank: 4762, publications: 31)
pna289	Dieter Nautz	Berlin Free University -> Economics and Management Field -> Department of Economics (rank: 4763, publications: 92)
pne30	William Neilson	University of Tennessee-Knoxville -> College of Business -> Department of Economics (rank: 4765, publications: 54)
pne50	Jon P. Nelson	Pennsylvania State University -> Department of Economics (rank: 4766, publications: 56)
pne68	Abraham Neyman	Hebrew University of Jerusalem -> Center for the Study of Rationality (rank: 4767, publications: 64)
pni294	Shawn Ni	University of Missouri -> Economics Department (rank: 4768, publications: 45)
pni175	Kalin Ognianov Nikolov	European Central Bank (rank: 4769, publications: 44)
pno10	Charles Nolan	University of St. Andrews -> Centre for Dynamic Macroeconomic Analysis; University of Glasgow -> Adam Smith Business School -> Department of Economics (rank: 4770, publications: 85)
pno64	Pehr-Johan Norbäck	Research Institute of Industrial Economics (rank: 4771, publications: 98)
pno75	Dennis Novy	University of Warwick -> Department of Economics; CESifo; Centre for Economic Policy Research (CEPR); London School of Economics (LSE) -> Centre for Economic Performance (CEP) (rank: 4772, publications: 56)
pny14	Sten Nyberg	Stockholm University -> Department of Economics (rank: 4773, publications: 34)
pny7	Karine Nyborg	University of Oslo -> Department of Economics (rank: 4774, publications: 65)
pof4	Lawrence H. Officer	University of Illinois at Chicago -> Department of Economics (rank: 4776, publications: 48)
pol185	Trond E. Olsen	Norwegian School of Economics -> Department of Business and Management Science (rank: 4777, publications: 69)
pon18	Donal O'Neill	Maynooth University -> Department of Economics, Finance and Accounting (rank: 4778, publications: 73)
pos14	Carol Osler	Brandeis University -> Department of Economics, International Business School (rank: 4779, publications: 45)
pst86	Pär Österholm	Örebro University -> Business School (rank: 4780, publications: 100)
poz43	Emre Ozdenoren	London Business School (LBS) (rank: 4781, publications: 41)
ppa950	Frank Hismith Page, Jr.	Indiana University -> Department of Economics; London School of Economics (LSE) -> Systemic Risk Centre; University of Paris 1 -> Economics House (rank: 4782, publications: 96)
ppa99	Sarmistha Pal	Institute of Labor Economics (IZA); University of Surrey -> Surrey Business School (rank: 4783, publications: 81)
ppa3	Stephane Pallage	University of Quebec in Montreal -> Business School -> Department of Economics; Interuniversity Center on Risk, Economic Policy and Employment (rank: 4784, publications: 82)
ppa1008	Walter G. Park	American University -> Department of Economics (rank: 4785, publications: 22)
ppa104	Susan Parker	Center for Research and Teaching of Economics (rank: 4786, publications: 46)
ppa332	Paolo Paruolo	European Commission -> Joint Research Centre (rank: 4787, publications: 79)
ppa23	Francesco Pastore	Institute of Labor Economics (IZA); Naples Second University -> Faculty of Economics -> Department of Law and Economics (rank: 4788, publications: 108)
ppe130	Douglas Kenneth Pearce	North Carolina State University -> Poole College of Management -> Department of Economics (rank: 4789, publications: 45)
ppe216	John V. Pepper	University of Virginia -> Department of Economics (rank: 4790, publications: 58)
ppe155	joel peress	European Institute of Business Administration (rank: 4791, publications: 14)
pph74	Shelley Phipps	Dalhousie University -> Department of Economics (rank: 4792, publications: 92)
ppi21	Russell Pittman	New Economic School (NES); Government of the United States -> Department of Justice -> Antitrust Division (rank: 4794, publications: 68)
ppl50	guillaume plantin	Centre for Economic Policy Research (CEPR); Sciences Po -> Economics -> Department of Economics (rank: 4795, publications: 49)
ppo440	Gregory L. Poe	Cornell University -> Charles H. Dyson School of Applied Economics and Management (rank: 4796, publications: 75)
ppr55	Paola Profeta	CESifo; Bocconi University -> ""Carlo F. Dondena"" Centre for Research on Social Dynamics (DONDENA); Bocconi University -> Department of Policy Analysis and Public Management (rank: 4798, publications: 84)
