id	name	description
pst181	Leslie Sundt Stratton	Institute of Labor Economics (IZA); Virginia Commonwealth University -> School of Business -> Department of Economics (rank: 744, publications: 43)
pth120	isabelle thomas	Catholic University of Louvain-la-Neuve -> Economics School of Louvain -> Center for Operations Research and Econometrics (CORE) (rank: 747, publications: 121)
pth50	Susan Thorp	University of Sydney -> Business School -> Discipline of Finance (rank: 748, publications: 69)
pty6	Joanna Tyrowicz	University of Warsaw -> Faculty of Economic Sciences; National Bank of Poland; Group for Research in Applied Economics (GRAPE) (rank: 749, publications: 90)
pja78	Beata Smarzynska Javorcik	CESifo; Centre for Economic Policy Research (CEPR); Oxford University -> Department of Economics (rank: 75, publications: 120)
pun6	Laurian June Unnevehr	International Food Policy Research Institute (IFPRI); Government of the United States -> Department of Agriculture -> Economic Research Service; University of Illinois at Urbana-Champaign -> Department of Agricultural and Consumer Economics (rank: 750, publications: 100)
pve71	Ingrid Verheul	Erasmus University of Rotterdam -> Rotterdam School of Management (RSM Erasmus University); EIM Business & Policy Research (rank: 751, publications: 59)
pvg2	Marie-Ange Véganzonès	University of Clermont-Ferrand 1 -> School of Economics -> Center for Studies and Research on International Development (rank: 752, publications: 97)
pwa70	Sally Wallace	Georgia State University -> Andrew Young School of Policy Studies -> Department of Economics -> International Center for Public Policy (rank: 753, publications: 63)
pwi162	Jenny Williams	Institute of Labor Economics (IZA); University of Melbourne -> Faculty of Business and Economics -> Department of Economics (rank: 754, publications: 60)
pwo24	Ingrid Woolard	Institute of Labor Economics (IZA); University of Cape Town -> Faculty of Commerce -> School of Economics -> Southern Africa Labour and Development Research Unit (SALDRU) (rank: 755, publications: 47)
pzu13	Christine Zulehner	Austrian Institute of Economic Research; Goethe University Frankfurt -> House of Finance -> Research Center SAFE (Sustainable Architecture for Finance in Europe); Goethe University Frankfurt -> Faculty of Economics and Business Administration -> Department of Management and Microeconomics (rank: 756, publications: 58)
pai6	Ana Aizcorbe	Government of the United States -> Department of Commerce -> Bureau of Economic Analysis; Virginia Polytechnic Institute and State University (Virginia Tech) -> Biocomplexity Institute -> Social and Decision Analytics Laboratory (rank: 757, publications: 32)
pal837	Lucia Alessi	European Commission -> Joint Research Centre (rank: 758, publications: 31)
pan104	Barbara Annicchiarico	Tor Vergata University of Rome -> Faculty of Economics -> Department of Economics and Finance; Tor Vergata University of Rome -> Faculty of Economics -> Center of Economics and International Studies (CEIS) (rank: 759, publications: 71)
pho278	Hilary Williamson Hoynes	University of California-Berkeley -> Goldman School of Public Policy; University of California-Berkeley -> Department of Economics (rank: 76, publications: 96)
pan18	Heather Antecol	Claremont McKenna College -> Economics Department (rank: 760, publications: 13)
pba747	Kathy Baylis	University of Illinois at Urbana-Champaign -> Department of Agricultural and Consumer Economics (rank: 761, publications: 74)
pbe780	Arlette Beltrán	University of the Pacific -> Department of Economics (rank: 762, publications: 12)
pbe555	Irene Bertschek	Centre for European Economic Research (rank: 763, publications: 45)
pbo38	Dorothee Boccanfuso	University of Sherbrooke -> Management Faculty -> Department of Economics (rank: 764, publications: 103)
pbo145	Alessandra Bonfiglioli	Barcelona Graduate School of Economics (Barcelona GSE) -> Pompeu Fabra University -> Department of Economics and Business (rank: 765, publications: 54)
pbr556	Niamh M. Brennan	University College Dublin -> School of Business (rank: 766, publications: 111)
pbu244	Linda T. Bui	Brandeis University -> Department of Economics, International Business School (rank: 767, publications: 22)
pca500	Ann M. Carlos	University of Colorado -> Department of Economics (rank: 768, publications: 59)
pca604	catherine casamatta	Toulouse School of Economics (TSE) -> Institute of Industrial Economics (rank: 769, publications: 14)
pcr77	Maureen L. Cropper	Resources for the Future (RFF); University of Maryland -> Department of Economics (rank: 77, publications: 118)
pca273	Jennifer L. Castle	Oxford University -> Department of Economics (rank: 770, publications: 43)
pch512	Lisa Chauvet	DIAL (rank: 771, publications: 52)
pch981	Cristina Checherita Westphal	European Central Bank (rank: 772, publications: 18)
pch403	Susan K Christoffersen	University of Toronto -> Rotman School of Management -> Finance; Copenhagen Business School (rank: 773, publications: 15)
pcr126	Katrin Cremers	Centre for European Economic Research (rank: 774, publications: 13)
pda647	Rose-Anne Dana	IPAG Business School; University of Paris 9 -> Research Center in Decision Mathematics (rank: 775, publications: 33)
pda138	Cinzia Daraio	Sant'Anna Higher School -> Laboratory of Economics and Management (LEM); Sapienza University of Rome -> Faculty of Computer and Statistical Information Engineering -> Department of Computer, Control and Management Engineering (rank: 776, publications: 23)
pda180	Julia Darby	University of Strathclyde -> Economics Department (rank: 777, publications: 59)
pda281	Monica Das Gupta	World Bank Group -> Economics Research (rank: 778, publications: 47)
pda307	Sophia Davidova	University of Kent -> School of Economics (rank: 779, publications: 101)
pla68	Eliana La Ferrara	Centre for Economic Policy Research (CEPR); Bocconi University -> Innocenzo Gasparini Institute for Economic Research (IGIER); Bocconi University -> Institute of Economics (rank: 78, publications: 75)
pde634	Judith M. Dean	Brandeis University -> Department of Economics, International Business School (rank: 781, publications: 24)
pde1036	Kathryn Dewenter	University of Washington -> Michael G. Foster School of Business (rank: 782, publications: 15)
pdh32	Elizabeth Dhuey	Institute of Labor Economics (IZA); University of Toronto -> Department of Management; University of Toronto -> Centre for Industrial Relations and Human Resources (rank: 783, publications: 15)
pdi93	Ralitza Dimova Dimova	Institute of Labor Economics (IZA) (rank: 784, publications: 60)
ped2	Rochelle Edge	Federal Reserve Board (Board of Governors of the Federal Reserve System); Federal Reserve Board (Board of Governors of the Federal Reserve System) -> Macroeconomic and Quantitative Studies Section (rank: 785, publications: 11)
pev40	Carolyn L. Evans	Santa Clara University -> Leavey School of Business (rank: 786, publications: 17)
pfa37	Natalia Fabra	Centre for Economic Policy Research (CEPR); Carlos III University of Madrid -> Department of Economics (rank: 787, publications: 29)
pfa7	Alessandra Faggian	Gran Sasso Science Institute (GSSI) -> Social Science (rank: 788, publications: 45)
pfe35	Gerlinde Fellner-Röhling	University of Ulm -> Faculty of Mathematics and Economics (rank: 789, publications: 50)
pfe17	Raquel Fernandez	National Bureau of Economic Research (NBER); Centre for Economic Policy Research (CEPR); New York University (NYU) -> Department of Economics (rank: 79, publications: 69)
pfo67	Raquel Fonseca	University of Quebec in Montreal -> Business School -> Department of Economics; Center for Interuniversity Research and Analysis on Organizations; Interuniversity Center on Risk, Economic Policy and Employment; RAND -> Labor and Population Program (rank: 790, publications: 55)
pfr240	Carola Frydman	Northwestern University -> Kellogg Graduate School of Management -> Department of Finance (rank: 791, publications: 26)
pga175	María Dolores Gadea	University of Zaragoza -> Faculty of Economics and Business (rank: 792, publications: 64)
pgh40	Andra C. Ghent	Arizona State University -> W.P. Carey School of Business -> Department of Finance (rank: 793, publications: 22)
pgi74	Gianna Claudia Giannelli	Institute of Labor Economics (IZA); Centre for Household, Income, Labour and Demographic Economics (CHILD); University of Florence -> Department of Economics and Management (rank: 794, publications: 51)
pgu117	Montserrat Guillen	University of Barcelona -> Faculty of Economics and Business -> Research Institute of Applied Economics -> Riskcenter (rank: 796, publications: 95)
pho204	Heidrun C. Hoppe-Wewetzer	University of Hannover -> School of Economics and Management (rank: 797, publications: 17)
pig10	Emma M. Iglesias	University of A Coruna -> Faculty of Economics and Business (rank: 798, publications: 49)
pio5	Vasso Ioannidou	Lancaster University -> Management School -> Department of Accounting and Finance (rank: 799, publications: 26)
png6	Serena Ng	Columbia University -> School of Arts and Sciences -> Department of Economics (rank: 8, publications: 144)
pni95	Muriel Niederle	Stanford University -> Department of Economics (rank: 80, publications: 64)
pir17	Ana Maria Iregui	Central Bank of Colombia (rank: 800, publications: 95)
pja121	Elke Jutta Jahn	Institute for Employment Research; University of Bayreuth -> Faculty of Law, Management and Economics (rank: 801, publications: 66)
pja337	Attiya Yasmin Javid	Pakistan Institute of Development Economics (rank: 802, publications: 58)
pjo124	Mireia Jofre-Bonet	City University -> Department of Economics; London School of Economics (LSE) -> LSE Health and Social Care (rank: 803, publications: 20)
pla413	Pamela Labadie	George Washington University -> Department of Economics (rank: 805, publications: 28)
pla414	Annick Laruelle	University of the Basque Country -> Faculty of Economics and Management -> Department of Foundations of Economic Analysis I; University of the Basque Country -> Faculty of Economics and Management -> Bilbao Research in Decisions, Games and Economics (BRiDGE) (rank: 806, publications: 72)
pla522	Nathalie Lazaric	University of Nice Sophia Antipolis -> Graduate Institute of Economics and Management -> Law, Economics and Management Research Group (rank: 807, publications: 96)
pli481	Jana Lippelt	Ifo Institute for Economic Research at the University of Munich (rank: 808, publications: 114)
plo2	Luanne Lohr	Government of the United States -> Department of Agriculture -> Agricultural Marketing Service (rank: 809, publications: 85)
pri51	Regina Therese Riphahn	Institute of Labor Economics (IZA); CESifo; German Institute for Economic Research (DIW); University of Erlangen-Nurnberg -> Faculty of Economics and Social Sciences (rank: 81, publications: 138)
plo123	Paloma Lopez-Garcia	European Central Bank (rank: 810, publications: 35)
plo187	CLAIRE LOUPIAS	University of Evry and Val d'Essonne -> Center for the Study of Economic Policies (rank: 811, publications: 34)
pma1307	Megan MacGarvie	Boston University -> Questrom School of Business (rank: 812, publications: 17)
pma336	Ioana Elena Marinescu	Institute of Labor Economics (IZA); National Bureau of Economic Research (NBER); University of Chicago -> Harris School of Public Policy (rank: 813, publications: 30)
pma1044	Ana Paula Martins	Catholic Portuguese University -> Faculty of Economics and Management (rank: 814, publications: 44)
pme220	Fabrizia Mealli	University of Florence -> Department of Statistics (rank: 815, publications: 33)
pme188	Ligia Melo	Central Bank of Colombia (rank: 816, publications: 93)
pmu125	Pamela Mueller	Max Planck Society -> Max Planck Institute of Economics (rank: 817, publications: 14)
pmu62	Karen A. Mumford	Institute of Labor Economics (IZA); University of York -> Department of Economics and Related Studies (rank: 818, publications: 77)
poh37	Franziska Ohnsorge	World Bank Group (rank: 819, publications: 37)
psa843	Elisabeth Sadoulet	University of California-Berkeley -> Department of Agricultural and Resource Economics (rank: 82, publications: 181)
por196	Eva Ortega	Bank of Spain (rank: 820, publications: 45)
por84	Raquel Ortega Argilés	Royal University of Groningen -> Faculty of Economics and Business; University of Birmingham -> Birmingham Business School (rank: 821, publications: 51)
pos97	Una Okonkwo Osili	Indiana University-Purdue University (IUPUI) -> Department of Economics (rank: 822, publications: 21)
ppa192	Ila Patnaik	National Institute of Public Finance and Policy (rank: 823, publications: 91)
ppa341	Sonia Paty	Lumiere University of Lyon -> Faculty of Economics and Management -> Group for Economic Analysis and Theory (rank: 824, publications: 99)
ppe187	Alessandra Pelloni	Rimini Centre for Economic Analysis (RCEA); Tor Vergata University of Rome -> Faculty of Economics -> Department of Economics and Finance (rank: 825, publications: 65)
ppe494	Sonja Peterson	Kiel Institute for the World Economy (rank: 826, publications: 101)
ppi106	Anne Morrison Piehl	Institute of Labor Economics (IZA); National Bureau of Economic Research (NBER); Rutgers University-New Brunswick -> Department of Economics (rank: 827, publications: 25)
ppo147	Elizabeth T. Powers	University of Illinois at Urbana-Champaign -> Department of Economics; University of Illinois at Chicago -> Institute of Government and Public Affairs (IGPA) (rank: 828, publications: 32)
pqu63	Glenda Quintini	Organisation for Economic Co-operation and Development (OECD) -> Directorate for Employment, Labour and Social Affairs (ELS) (rank: 829, publications: 13)
plu94	Deborah Lucas	National Bureau of Economic Research (NBER); Massachusetts Institute of Technology (MIT) -> Sloan School of Management (rank: 83, publications: 51)
pre351	Julie Ann Remache	Federal Reserve Bank of New York (rank: 830, publications: 5)
pri77	Patricia Rice	Oxford University -> Department of Economics (rank: 831, publications: 33)
pro396	Anne Beeson Royalty	Indiana University-Purdue University (IUPUI) -> Department of Economics (rank: 832, publications: 16)
pru114	Leena Rudanko	National Bureau of Economic Research (NBER); Federal Reserve Bank of Philadelphia (rank: 833, publications: 29)
psa391	Filipa Goncalves Sa	Institute of Labor Economics (IZA); King's College -> School of Management and Business (rank: 834, publications: 22)
psa634	Amelia U. Santos-Paulino	United Nations -> United Nations Conference on Trade and Development (UNCTAD) (rank: 835, publications: 43)
psc90	Lucie Schmidt	Williams College -> Economics Department (rank: 836, publications: 42)
psh195	Manisha Shah	University of California-Los Angeles (UCLA) -> Luskin School of Public Affairs (rank: 837, publications: 33)
psh122	Carol Hua Shiue	University of Colorado -> Department of Economics (rank: 838, publications: 33)
psi144	Eva M. Sierminska	Institute of Labor Economics (IZA); German Institute for Economic Research (DIW); Luxembourg Institute of Socio-Economic Research (LISER, CEPS/INSTEAD) (rank: 839, publications: 72)
pve25	Lise Vesterlund	University of Pittsburgh -> Department of Economics (rank: 84, publications: 64)
pbr527	Mihaela Simionescu (Bratu)	Romanian Academy -> National Institute of Economic Research -> Institute for Economic Forecasting (rank: 840, publications: 59)
psi63	Marianne Simonsen	University of Aarhus -> Department of Economics and Business (rank: 841, publications: 47)
pgo130	Michelle Sovinsky	University of Mannheim -> Department of Economics (rank: 842, publications: 27)
psw31	Joanna K. Swaffield	University of York -> Department of Economics and Related Studies (rank: 843, publications: 19)
pth35	Dawn D. Thilmany	Colorado State University -> Department of Agricultural & Resource Economics (rank: 844, publications: 99)
pto137	Chiara Tomasi	Sant'Anna Higher School -> Laboratory of Economics and Management (LEM); University of Trento -> Department of Economics and Management (rank: 845, publications: 46)
pur42	Amparo Urbano	University of Valencia -> Faculty of Economics -> Department of Economic Analysis; University of Valencia -> Interdisciplinary Research Structure for Economic and Social Behavior (rank: 846, publications: 64)
pve59	alessandra venturini	Institute of Labor Economics (IZA); University of Turin -> Cognetti de Martiis Department of Economics and Statistics; European University Institute -> Robert Schuman Centre for Advanced Studies (RSCAS) (rank: 847, publications: 59)
pve217	Elena Verdolini	ENI Enrico Mattei Foundation (rank: 848, publications: 56)
pvi121	Elisabet Viladecans-Marsal	University of Barcelona -> Faculty of Economics and Business -> Barcelona Institute of Economics (rank: 849, publications: 66)
ppi37	Monika Piazzesi	National Bureau of Economic Research (NBER); Stanford University -> Department of Economics (rank: 85, publications: 43)
pwu28	Eliza Wu	University of Sydney -> Business School -> Discipline of Finance (rank: 850, publications: 31)
pzu31	Sarah Zubairy	Texas A&M University -> Department of Economics (rank: 851, publications: 19)
paf14	Gara M. Afonso	Federal Reserve Bank of New York -> Research and Statistics Group (rank: 852, publications: 13)
pal149	Annika Alexius	Stockholm University -> Department of Economics (rank: 853, publications: 40)
pan159	Viola Angelini	Royal University of Groningen -> Faculty of Economics and Business; Network for Studies on Pensions, Aging and Retirement (NetSPAR) (rank: 854, publications: 40)
pba120	Christina Bannier	University of Giessen -> Faculty of Economics and Business Studies (rank: 855, publications: 37)
pbe217	Marianna Belloc	Sapienza University of Rome -> Faculty of Economics -> Department of Economics and Law (rank: 856, publications: 35)
pbi134	Maria Bigoni	University of Bologna -> Department of Economics (rank: 857, publications: 57)
pbo573	Nina Boyarchenko	Federal Reserve Bank of New York (rank: 858, publications: 32)
pbo699	Alexandra Bozhechkova	Russian Presidential Academy of National Economy and Public Administration (RANEPA); Gaidar Institute for Economic Policy (rank: 859, publications: 139)
pco192	Deborah A. Cobb-Clark	University of Sydney -> Faculty of Arts and Social Sciences -> School of Economics (rank: 86, publications: 230)
pbr313	Irene Brambilla	National University of La Plata -> School of Economic Sciences -> Department of Economics; San Andres University -> Department of Economics (rank: 860, publications: 24)
pbu52	Helle Bunzel	University of Aarhus -> Department of Economics and Business -> Center for Research in Econometric Analysis of Time Series (CREATES); Iowa State University -> Department of Economics (rank: 861, publications: 42)
pbt1	Monika Bütler	University of St. Gallen -> School of Economics and Political Science -> Swiss Institute for Empirical Economic Research; University of St. Gallen -> School of Economics and Political Science (rank: 862, publications: 59)
pca423	Eva Carceles-Poveda	Stony Brook University - SUNY -> Economics Department (rank: 863, publications: 25)
pch839	Georgiana Chitiga	Romanian Academy -> National Institute of Economic Research -> Centre of Financial and Monetary Research (rank: 864, publications: 8)
pch322	Chi-Young Choi	University of Texas-Arlington -> College of Business Administration -> Department of Economics (rank: 865, publications: 26)
pco329	Norma B. Coe	University of Washington -> Department of Health Services (rank: 866, publications: 53)
pco273	Gabriella Conti	University College London (UCL) -> Department of Economics; Institute for Fiscal Studies (IFS) -> ESRC Centre for the Microeconomic Analysis of Public Policy (CPP) (rank: 867, publications: 32)
pcr45	Rosario Crino	CESifo; Centre for Economic Policy Research (CEPR); Catholic University of the Sacred Heart -> Departments and Institutes of Economics -> Department of Economics and Finance; Luca D'Agliano Study Center (rank: 868, publications: 37)
pde352	Enrica De Cian	ENI Enrico Mattei Foundation (rank: 869, publications: 65)
pzh71	Ekaterina Zhuravskaya	Paris School of Economics (rank: 87, publications: 127)
pde136	Giovanna Devetag	University of Perugia -> Faculty of Economics (rank: 870, publications: 59)
pdi467	Rebecca Diamond	Stanford University -> Graduate School of Business (rank: 871, publications: 8)
pdi289	Tatiana Didier	World Bank Group (rank: 872, publications: 41)
pdj28	Habiba Djebbari	Aix-Marseille School of Economics (AMSE) -> Groupement de Recherche en Économie Quantitative d'Aix-Marseille (GREQAM) (rank: 873, publications: 22)
pec19	Claire Economidou	University of Piraeus -> Department of Economics (rank: 874, publications: 36)
pfa355	Giulia Faggio	University of Westminster -> Westminster Business School -> Centre for Employment Research; London School of Economics (LSE) -> Spatial Economics Research Centre (SERC) (rank: 875, publications: 28)
pfo119	Nancy Folbre	Institute of Labor Economics (IZA); University of Massachusetts-Amherst -> Department of Economics (rank: 877, publications: 21)
pgi7	Nathalie Girouard	Organisation for Economic Co-operation and Development (OECD) -> Economics Department; Organisation for Economic Co-operation and Development (OECD) (rank: 878, publications: 11)
pgo477	Ellen Goddard	University of Alberta -> Department of Resource Economics and Environmental Sociology (REES) (rank: 879, publications: 92)
pkl66	Leora F. Klapper	World Bank Group -> Economics Research (rank: 88, publications: 85)
pgo272	Rachael Evadne Goodhue	University of California-Davis -> Department of Agricultural and Resource Economics (rank: 880, publications: 88)
pgo146	Nora E. Gordon	National Bureau of Economic Research (NBER); Georgetown University -> McCourt School of Public Policy (rank: 881, publications: 16)
pha286	Stefanie Alexandra Haller	University College Dublin -> School of Economics (rank: 882, publications: 38)
phe287	Jolanda Hessels	Tinbergen Institute; Erasmus University of Rotterdam -> Erasmus Research Institute of Management (ERIM); Erasmus University of Rotterdam -> Erasmus School of Economics -> Department of Applied Economics (rank: 883, publications: 45)
phi68	Ruth Vargas Hill	World Bank Group (rank: 884, publications: 49)
pho250	Adelheid Holl	Spanish National Research Council -> Institute of Public Goods and Policies (rank: 885, publications: 33)
pho472	Cornelia Holthausen	European Central Bank (rank: 886, publications: 20)
pho367	Hanna Hottenrott	Munich University of Technology -> Business School (rank: 887, publications: 68)
pje29	Belén Jerez	Carlos III University of Madrid -> Department of Economics (rank: 888, publications: 26)
pji138	Nancy Ammon Jianakoplos	Colorado State University -> Department of Economics (rank: 889, publications: 21)
pab32	Katharine Abraham	University of Maryland -> Department of Economics (rank: 89, publications: 71)
pji175	Rebeca Jiménez-Rodríguez	University of Salamanca -> Faculty of Economics and Business -> Department of Economics and Economic History (rank: 890, publications: 28)
pki399	Katherine Ann Kiel	College of the Holy Cross -> Department of Economics and Accounting (rank: 891, publications: 29)
pko405	Janet Kohlhase	University of Houston -> Department of Economics (rank: 892, publications: 19)
pko137	Denise Eby Konan	University of Hawaii-Manoa -> Department of Economics; University of Hawaii-Manoa -> University of Hawai'i Economic Research Organization (UHERO) (rank: 893, publications: 60)
pko95	Karen A. Kopecky	Federal Reserve Bank of Atlanta -> Economic Research Department (rank: 894, publications: 29)
pko115	Tatiana Kornienko	University of Edinburgh -> School of Economics (rank: 895, publications: 27)
pko508	Jennifer Lynch Koski	University of Washington -> Michael G. Foster School of Business (rank: 896, publications: 10)
pla533	Joanna N. Lahey	Texas A&M University -> Department of Economics; Texas A&M University -> Bush School of Government and Public Service (rank: 897, publications: 29)
ple907	Claire Lelarge	Centre for Economic Policy Research (CEPR); Bank of France (rank: 898, publications: 32)
ple523	Marie-Louise Leroux	CESifo; University of Quebec in Montreal -> Business School -> Department of Economics; Catholic University of Louvain-la-Neuve -> Economics School of Louvain -> Center for Operations Research and Econometrics (CORE) (rank: 899, publications: 84)
pmc46	Ellen R. McGrattan	Federal Reserve Bank of Minneapolis -> Research Department; University of Minnesota -> Department of Economics (rank: 9, publications: 155)
pmi86	Valérie Mignon	University of Paris West-Nanterre -> EconomiX; French Center in International Economics (rank: 90, publications: 262)
ple728	Helen Levy	University of Michigan -> Institute for Social Research (ISR) (rank: 900, publications: 27)
plu223	Adrienne M Lucas	National Bureau of Economic Research (NBER); University of Delaware -> Lerner College of Business and Economics -> Department of Economics (rank: 901, publications: 15)
pma1283	Susan E. Mayer	University of Chicago -> Harris School of Public Policy (rank: 902, publications: 36)
pmc130	Yvonne McCarthy	Central Bank of Ireland (rank: 903, publications: 44)
pmc158	Virginia McConnell	University of Maryland-Baltimore County -> Economics Department; Resources for the Future (RFF) (rank: 904, publications: 39)
pmc68	Kristin McCue	Government of the United States -> Department of Commerce -> Census Bureau -> Center for Economic Studies (rank: 905, publications: 23)
pmo27	Maria Montero	University of Nottingham -> School of Economics; University of Nottingham -> School of Economics -> Centre for Decision Research and Experimental Economics (CeDEx) (rank: 907, publications: 64)
pmu275	Ren Mu	Texas A&M University -> Bush School of Government and Public Service (rank: 908, publications: 25)
pmy11	Caitlin Knowles Myers	Institute of Labor Economics (IZA); Middlebury College -> Department of Economics (rank: 909, publications: 24)
pgi66	Paola Giuliano	Institute of Labor Economics (IZA); National Bureau of Economic Research (NBER); University of California-Los Angeles (UCLA) -> Anderson Graduate School of Management -> Center for Global Management (rank: 91, publications: 94)
pne257	Ileana Cristina Neagu	Catholic University of Louvain-la-Neuve -> Economics School of Louvain (rank: 910, publications: 15)
pne215	Fernanda Nechio	Federal Reserve Bank of San Francisco -> Economic Research; Federal Reserve Bank of San Francisco (rank: 911, publications: 38)
pne49	Doris Neuberger	University of Rostock -> Institute of Economics; Maria Assunta Free University -> Center for Relationship Banking and Economics (CERBE) (rank: 912, publications: 54)
pno9	Katarina Nordblom	University of Gothenburg -> School of Business, Economics and Law -> Department of Economics; University of Uppsala -> Department of Economics -> Uppsala Center for Fiscal Studies (UCFS) (rank: 913, publications: 50)
pod18	Síle Pádraigín O'Dorchai	Free University of Brussels -> Solvay Brussels School of Economics and Management -> Department of Applied Economics (rank: 914, publications: 120)
ppe272	Anne PEGUIN-FEISSOLLE	Aix-Marseille School of Economics (AMSE) -> Groupement de Recherche en Économie Quantitative d'Aix-Marseille (GREQAM) (rank: 915, publications: 99)
ppe68	Elena Pesavento	Emory University -> Department of Economics (rank: 916, publications: 32)
pra190	Laura Razzolini	Virginia Commonwealth University -> School of Business -> Department of Economics (rank: 917, publications: 42)
pre477	Aura Reggiani	University of Bologna -> Department of Economics (rank: 918, publications: 97)
pri112	Judith Rich	University of Portsmouth -> Portsmouth Business School -> Economics and Finance Group (rank: 919, publications: 24)
pro29	Joanne Roberts	University of Calgary -> Department of Economics (rank: 920, publications: 24)
pro183	Muriel Roger	University of Paris 1 -> Sorbonne Economic Centre; Bank of France (rank: 921, publications: 74)
pro666	Marzia Romanelli	Bank of Italy (rank: 922, publications: 19)
pro352	Laura Rondi	Torino Polytechnic University -> Department of Management Engineering and Production; National Research Council -> Research Institute on Sustainable Economic Growth (rank: 923, publications: 57)
pru65	Katheryn Niles Russ	University of California-Davis -> Economics Department (rank: 924, publications: 27)
psc168	Sandra Schaffner	RWI - Leibniz Institute for Economic Research (rank: 925, publications: 60)
psc137	Nicole Schneeweis	University of Linz -> Department of Economics; University of Linz -> Department of Economics -> Christian Doppler Laboratory for Aging, Health and the Labor Market (rank: 926, publications: 45)
psc254	sue scott	Economic and Social Research Institute (ESRI) (rank: 927, publications: 87)
pse14	Shannon Seitz	Queen's University -> Economics Department; Boston College -> Department of Economics (rank: 928, publications: 24)
pse122	Anastasia Semykina	Florida State University -> Department of Economics (rank: 929, publications: 21)
pye21	Janet L. Yellen	Federal Reserve Board (Board of Governors of the Federal Reserve System); University of California-Berkeley -> Walter A. Haas School of Business -> Economic Analysis & Policy Group (EAP) (rank: 93, publications: 178)
psm45	Jennifer C. Smith	University of Warwick -> Department of Economics (rank: 930, publications: 25)
psu165	Sigrid Suetens	Tilburg University -> CentER for Economic Research (rank: 931, publications: 34)
psu95	Akiko Suwa-Eisenmann	Paris School of Economics (rank: 932, publications: 54)
puc4	Merih A. Uctum	City University of New York (CUNY) -> Graduate Center -> Department of Economics; City University of New York (CUNY) -> Brooklyn College -> Department of Economics (rank: 933, publications: 42)
pue5	Silke Uebelmesser	Ifo Institute for Economic Research at the University of Munich; CESifo; University of Jena -> Faculty of Economics and Business Administration (rank: 934, publications: 57)
pva384	Giovanna Vallanti	International Free University of Social Sciences Guido Carli -> Department of Economics and Finance (rank: 935, publications: 29)
pve26	Mette Verner	University of Aarhus -> Department of Economics and Business -> Department of Economics (rank: 936, publications: 27)
pvi254	Martina Viarengo	Institute des Hautes Études Internationales et du Développement -> International Economics Section (rank: 937, publications: 53)
pvi246	Stefania Villa	University of Foggia -> Dipartimento di Economia; University of Leuven -> Faculty of Business and Economics -> Center for Economic Studies (rank: 938, publications: 28)
pvi190	Eliana Viviano	Bank of Italy (rank: 939, publications: 43)
pam39	Mary Amiti	Centre for Economic Policy Research (CEPR); Federal Reserve Bank of New York -> Research and Statistics Group (rank: 94, publications: 76)
pwa238	Tara Elizabeth Watson	National Bureau of Economic Research (NBER); Williams College -> Economics Department (rank: 940, publications: 20)
pwe111	Anke Weber	International Monetary Fund (IMF) (rank: 941, publications: 25)
pwo159	Ann Wolverton	Government of the United States -> Environmental Protection Agency (EPA) -> National Center for Environmental Economics (NCEE) (rank: 942, publications: 42)
pzi30	Victoria Zinde-Walsh	Center for Interuniversity Research in Quantitative Economics; McGill University -> Department of Economics (rank: 943, publications: 46)
pzi53	Julie Margaretta Zissimopoulos	RAND; RAND -> Pardee Rand Graduate School (rank: 944, publications: 34)
pmu162	Alicia Munnell	Boston College -> Center for Retirement Research (CRR) (rank: 95, publications: 219)
pma470	Inmaculada Martínez-Zarzoso	Jaume I University -> Institute of International Economics; University of Gottingen -> Faculty of Economics -> Ibero-America Institute for Economic Research (rank: 96, publications: 173)
pfr135	Caroline Freund	Peter G. Peterson Institute for International Economics (IIE) (rank: 97, publications: 92)
pma1417	Rosa Liliana Matzkin	University of California-Los Angeles (UCLA) -> Department of Economics (rank: 98, publications: 48)
phe120	Rebecca M. Henderson	National Bureau of Economic Research (NBER); Massachusetts Institute of Technology (MIT) -> Sloan School of Management (rank: 99, publications: 28)
